Name,Name-PT,Type,Type-PT,Subtype,Subtype-PT,Group,Group-PT,Control,Control-PT,Rtg,lNum,lName,,Cost,Source,Source-PT,Prerequsites,Description,Description-PT,House Rules,OrgRef
Survivor,Sobrevivente,Archetype,Arquétipo,,,,,,,,,,,0,Laws of the Reckoning,,,,,,
Survivor,Sobrevivente,Archetype,Arquétipo,,,,,,,,,,,0,Laws of the Wyld,,,,,,
Survivor,Sobrevivente,Archetype,Arquétipo,,,,,,,,,,,0,Laws of the Wyld West,,,,,,
Survivor,Sobrevivente,Archetype,Arquétipo,,,,,,,,,,,0,Mage the Ascension,,,,,,
Survivor,Sobrevivente,Archetype,Arquétipo,,,,,,,,,,,0,Mage the Ascension M20,,,,,,
Survivor,Sobrevivente,Archetype,Arquétipo,,,,,,,,,,,0,Oblivion,,,,,,
Survivor,Sobrevivente,Archetype,Arquétipo,,,,,,,,,,,0,Orpheus,,,,,,
Survivor,Sobrevivente,Archetype,Arquétipo,,,,,,,,,,,0,Renegades,,,,,,
Survivor,Sobrevivente,Archetype,Arquétipo,,,,,,,,,,,0,Shadow Player's Guide,,,,,,
Survivor,Sobrevivente,Archetype,Arquétipo,,,,,,,,,,,0,Vampire the Dark Ages V20,,,,,,
Survivor,Sobrevivente,Archetype,Arquétipo,,,,,,,,,,,0,Vampire the Masquerade,,,,,,
Survivor,Sobrevivente,Archetype,Arquétipo,,,,,,,,,,,0,Vampire The Masquerade V20,,,,,,
Survivor,Sobrevivente,Archetype,Arquétipo,,,,,,,,,,,0,Werewolf Players Guide,,,,,,
Survivor,Sobrevivente,Archetype,Arquétipo,,,,,,,,,,,0,Werewolf the Apocalypse W20,,,,,,
Survivor,Sobrevivente,Archetype,Arquétipo,,,,,,,,,,,0,Wraith 20,,,,,,
Survivor,Sobrevivente,Archetype,Arquétipo,,,,,,,,,,,0,Wraith 2nd,,,,,,
Swindler,Trapaceiro,Archetype,Arquétipo,,,,,,,,,,,0,Laws of the Wyld West,,,,,,
Swindler,Trapaceiro,Archetype,Arquétipo,,,,,,,,,,,0,The Wild West Companion,,,,,,
Sycophant,Bajulador,Archetype,Arquétipo,,,,,,,,,,,0,The Players Guide,,,,,,
Teacher,Professor,Archetype,Arquétipo,,,,,,,,,,,0,Wraith Players Guide,,,,,,
Teacher,Professor,Archetype,Arquétipo,,,,,,,,,,,0,Laws of the Reckoning,,,,,,
Terror,Terror,Archetype,Arquétipo,,,,,,,,,,,0,Changeling the Dreaming C20,,,,,,
The Voice of Hope,A Voz da Esperança,Archetype,Arquétipo,,,,,,,,,,,0,Shadow Player's Guide,,,,,,
The Voice of Hope,A Voz da Esperança,Archetype,Arquétipo,,,,,,,,,,,0,Wraith 20,,,,,,
Theorist,Teórico,Archetype,Arquétipo,,,,,,,,,,,0,World of Darkness Sorcerer,,,,,,
Theorist,Teórico,Archetype,Arquétipo,,,,,,,,,,,0,Mage Sorcerer's Crusade,,,,,,
Thrill-Seeker,Buscador de Emoções,Archetype,Arquétipo,,,,,,,,,,,0,Laws of Ascension,,,,,,
Thrill-Seeker,Buscador de Emoções,Archetype,Arquétipo,,,,,,,,,,,0,Demon the Fallen,,,,,,
Thrill-Seeker,Buscador de Emoções,Archetype,Arquétipo,,,,,,,,,,,0,Laws of the East,,,,,,
Thrill-Seeker,Buscador de Emoções,Archetype,Arquétipo,,,,,,,,,,,0,Mage the Ascension,,,,,,
Thrill-Seeker,Buscador de Emoções,Archetype,Arquétipo,,,,,,,,,,,0,Orpheus,,,,,,
Thrill-Seeker,Buscador de Emoções,Archetype,Arquétipo,,,,,,,,,,,0,Vampire the Dark Ages V20,,,,,,
Thrill-Seeker,Buscador de Emoções,Archetype,Arquétipo,,,,,,,,,,,0,Vampire the Masquerade,,,,,,
Thrill-Seeker,Buscador de Emoções,Archetype,Arquétipo,,,,,,,,,,,0,Vampire The Masquerade V20,,,,,,
Thrill-Seeker,Buscador de Emoções,Archetype,Arquétipo,,,,,,,,,,,0,Werewolf the Apocalypse W20,,,,,,
Tormentor,Atormentador,Archetype,Arquétipo,,,,,,,,,,,0,Changeling the Dreaming C20,,,,,,
Torturer,Torturador,Archetype,Arquétipo,,,,,,,,,,,0,The Hierarchy ,,,,,,
Traditional,Tradicional,Archetype,Arquétipo,,,,,,,,,,,0,Werewolf Players Guide,,,,,,
Traditional,Tradicional,Archetype,Arquétipo,,,,,,,,,,,0,Demon the Fallen,,,,,,
Traditional,Tradicional,Archetype,Arquétipo,,,,,,,,,,,0,Hunter the Reckoning,,,,,,
Traditional,Tradicional,Archetype,Arquétipo,,,,,,,,,,,0,Laws of Ascension,,,,,,
Traditional,Tradicional,Archetype,Arquétipo,,,,,,,,,,,0,Laws of Resurrection,,,,,,
Traditional,Tradicional,Archetype,Arquétipo,,,,,,,,,,,0,Laws of the East,,,,,,
Traditional,Tradicional,Archetype,Arquétipo,,,,,,,,,,,0,Laws of the Hunt,,,,,,
Traditional,Tradicional,Archetype,Arquétipo,,,,,,,,,,,0,Laws of the Hunt Player's Guide,,,,,,
Traditional,Tradicional,Archetype,Arquétipo,,,,,,,,,,,0,Laws of the Reckoning,,,,,,
Traditional,Tradicional,Archetype,Arquétipo,,,,,,,,,,,0,Laws of the Wyld,,,,,,
Traditional,Tradicional,Archetype,Arquétipo,,,,,,,,,,,0,Laws of the Wyld West,,,,,,
Traditional,Tradicional,Archetype,Arquétipo,,,,,,,,,,,0,Mage the Ascension,,,,,,
Traditional,Tradicional,Archetype,Arquétipo,,,,,,,,,,,0,Mage the Ascension M20,,,,,,
Traditional,Tradicional,Archetype,Arquétipo,,,,,,,,,,,0,Oblivion,,,,,,
Traditional,Tradicional,Archetype,Arquétipo,,,,,,,,,,,0,Orpheus,,,,,,
Traditional,Tradicional,Archetype,Arquétipo,,,,,,,,,,,0,Players Guide to Garou,,,,,,
Traditional,Tradicional,Archetype,Arquétipo,,,,,,,,,,,0,Renegades,,,,,,
Traditional,Tradicional,Archetype,Arquétipo,,,,,,,,,,,0,Shadow Player's Guide,,,,,,
Traditional,Tradicional,Archetype,Arquétipo,,,,,,,,,,,0,Vampire the Dark Ages V20,,,,,,
Traditional,Tradicional,Archetype,Arquétipo,,,,,,,,,,,0,Vampire the Masquerade,,,,,,
Traditional,Tradicional,Archetype,Arquétipo,,,,,,,,,,,0,Vampire The Masquerade V20,,,,,,
Traditional,Tradicional,Archetype,Arquétipo,,,,,,,,,,,0,Werewolf the Apocalypse W20,,,,,,
Traditional,Tradicional,Archetype,Arquétipo,,,,,,,,,,,0,Wraith 20,,,,,,
Traditional,Tradicional,Archetype,Arquétipo,,,,,,,,,,,0,Wraith 2nd,,,,,,
Trickster,Trapaceiro,Archetype,Arquétipo,,,,,,,,,,,0,The Shining Host Player's Guide,,,,,,
Trickster,Trapaceiro,Archetype,Arquétipo,,,,,,,,,,,0,Changeling the Dreaming C20,,,,,,
Trickster,Trapaceiro,Archetype,Arquétipo,,,,,,,,,,,0,Demon the Fallen,,,,,,
Trickster,Trapaceiro,Archetype,Arquétipo,,,,,,,,,,,0,Hunter the Reckoning,,,,,,
Trickster,Trapaceiro,Archetype,Arquétipo,,,,,,,,,,,0,Laws of Ascension,,,,,,
Trickster,Trapaceiro,Archetype,Arquétipo,,,,,,,,,,,0,Laws of the East,,,,,,
Trickster,Trapaceiro,Archetype,Arquétipo,,,,,,,,,,,0,Laws of the Reckoning,,,,,,
Trickster,Trapaceiro,Archetype,Arquétipo,,,,,,,,,,,0,Mage Sorcerer's Crusade,,,,,,
Trickster,Trapaceiro,Archetype,Arquétipo,,,,,,,,,,,0,Mage the Ascension,,,,,,
Trickster,Trapaceiro,Archetype,Arquétipo,,,,,,,,,,,0,Mage the Ascension M20,,,,,,
Trickster,Trapaceiro,Archetype,Arquétipo,,,,,,,,,,,0,Orpheus,,,,,,
Trickster,Trapaceiro,Archetype,Arquétipo,,,,,,,,,,,0,Players Guide for Changeling the Dreaming,,,,,,
Trickster,Trapaceiro,Archetype,Arquétipo,,,,,,,,,,,0,Players Guide to Garou,,,,,,
Trickster,Trapaceiro,Archetype,Arquétipo,,,,,,,,,,,0,Vampire the Masquerade,,,,,,
Trickster,Trapaceiro,Archetype,Arquétipo,,,,,,,,,,,0,Vampire The Masquerade V20,,,,,,
Trickster,Trapaceiro,Archetype,Arquétipo,,,,,,,,,,,0,Werewolf the Apocalypse W20,,,,,,
Troubadour,Trovador,Archetype,Arquétipo,,,,,,,,,,,0,Changeling the Dreaming,,,,,,
Troubadour,Trovador,Archetype,Arquétipo,,,,,,,,,,,0,Changeling the Dreaming C20,,,,,,
Troublemaker,Encrenqueiro,Archetype,Arquétipo,,,,,,,,,,,0,The Shining Host Player's Guide,,,,,,
Troublemaker,Encrenqueiro,Archetype,Arquétipo,,,,,,,,,,,0,Changeling the Dreaming C20,,,,,,
Troublemaker,Encrenqueiro,Archetype,Arquétipo,,,,,,,,,,,0,Players Guide for Changeling the Dreaming,,,,,,
True Believer,Verdadeiro Crente,Archetype,Arquétipo,,,,,,,,,,,0,Laws of the Wyld West,,,,,,
True Believer,Verdadeiro Crente,Archetype,Arquétipo,,,,,,,,,,,0,The Wild West Companion,,,,,,
Tycoon,Magnata,Archetype,Arquétipo,,,,,,,,,,,0,Book of Secrets M20,,,,,,
Tyrant,Tirano,Archetype,Arquétipo,,,,,,,,,,,0,The Long Night,,,,,,
Victim,Vítima,Archetype,Arquétipo,,,,,,,,,,,0,Shadow Player's Guide,,,,,,
Vigilante,Vigilante,Archetype,Arquétipo,,,,,,,,,,,0,Vampire Players Guide,,,,,,
Vigilante,Vigilante,Archetype,Arquétipo,,,,,,,,,,,0,Book of Secrets M20,,,,,,
Virtuoso,Virtuoso,Archetype,Arquétipo,,,,,,,,,,,0,Players Guide for Changeling the Dreaming,,,,,,
Visionary,Visionário,Archetype,Arquétipo,,,,,,,,,,,0,The Long Night,,,,,,
Visionary,Visionário,Archetype,Arquétipo,,,,,,,,,,,0,Demon the Fallen,,,,,,
Visionary,Visionário,Archetype,Arquétipo,,,,,,,,,,,0,Laws of Ascension,,,,,,
Visionary,Visionário,Archetype,Arquétipo,,,,,,,,,,,0,Laws of Resurrection,,,,,,
Visionary,Visionário,Archetype,Arquétipo,,,,,,,,,,,0,Laws of the East,,,,,,
Visionary,Visionário,Archetype,Arquétipo,,,,,,,,,,,0,Laws of the Hunt,,,,,,
Visionary,Visionário,Archetype,Arquétipo,,,,,,,,,,,0,Laws of the Hunt Player's Guide,,,,,,
Visionary,Visionário,Archetype,Arquétipo,,,,,,,,,,,0,Laws of the Wyld,,,,,,
Visionary,Visionário,Archetype,Arquétipo,,,,,,,,,,,0,Laws of the Wyld West,,,,,,
Visionary,Visionário,Archetype,Arquétipo,,,,,,,,,,,0,Mage the Ascension,,,,,,
Visionary,Visionário,Archetype,Arquétipo,,,,,,,,,,,0,Mage the Ascension M20,,,,,,
Visionary,Visionário,Archetype,Arquétipo,,,,,,,,,,,0,Oblivion,,,,,,
Visionary,Visionário,Archetype,Arquétipo,,,,,,,,,,,0,Orpheus,,,,,,
Visionary,Visionário,Archetype,Arquétipo,,,,,,,,,,,0,Players Guide to Garou,,,,,,
Visionary,Visionário,Archetype,Arquétipo,,,,,,,,,,,0,Renegades,,,,,,
Visionary,Visionário,Archetype,Arquétipo,,,,,,,,,,,0,Shadow Player's Guide,,,,,,
Visionary,Visionário,Archetype,Arquétipo,,,,,,,,,,,0,Vampire the Dark Ages V20,,,,,,
Visionary,Visionário,Archetype,Arquétipo,,,,,,,,,,,0,Vampire the Masquerade,,,,,,
Visionary,Visionário,Archetype,Arquétipo,,,,,,,,,,,0,Vampire The Masquerade V20,,,,,,
Visionary,Visionário,Archetype,Arquétipo,,,,,,,,,,,0,Werewolf Players Guide,,,,,,
Visionary,Visionário,Archetype,Arquétipo,,,,,,,,,,,0,Werewolf the Apocalypse W20,,,,,,
Visionary,Visionário,Archetype,Arquétipo,,,,,,,,,,,0,Wraith 20,,,,,,
Visionary,Visionário,Archetype,Arquétipo,,,,,,,,,,,0,Wraith 2nd,,,,,,
Vitalist,Vitalista,Archetype,Arquétipo,,,,,,,,,,,0,Blood & Silk,,,,,,
Voyeur,Voyeur,Archetype,Arquétipo,,,,,,,,,,,0,Vampire Players Guide,,,,,,
Waif,Andarilho,Archetype,Arquétipo,,,,,,,,,,,0,Mage Sorcerer's Crusade,,,,,,
Wander,Vagante,Archetype,Arquétipo,,,,,,,,,,,0,World of Darkness Mummy,,,,,,
Warrior,Guerreiro,Archetype,Arquétipo,,,,,,,,,,,0,The Shining Host Player's Guide,,,,,,
Warrior,Guerreiro,Archetype,Arquétipo,,,,,,,,,,,0,Blood & Silk,,,,,,
Warrior,Guerreiro,Archetype,Arquétipo,,,,,,,,,,,0,Changeling the Dreaming C20,,,,,,
Warrior,Guerreiro,Archetype,Arquétipo,,,,,,,,,,,0,Croatan Song,,,,,,
Warrior,Guerreiro,Archetype,Arquétipo,,,,,,,,,,,0,Players Guide for Changeling the Dreaming,,,,,,
Watcher,Vigia,Archetype,Arquétipo,,,,,,,,,,,0,Changeling the Dreaming C20,,,,,,
Wayfarer,Viajante,Archetype,Arquétipo,,,,,,,,,,,0,Changeling the Dreaming,,,,,,
Wayfarer,Viajante,Archetype,Arquétipo,,,,,,,,,,,0,Changeling the Dreaming C20,,,,,,
Wise One,Sábio,Archetype,Arquétipo,,,,,,,,,,,0,The Shining Host Player's Guide,,,,,,
Wise One,Sábio,Archetype,Arquétipo,,,,,,,,,,,0,Changeling the Dreaming C20,,,,,,
Wise One,Sábio,Archetype,Arquétipo,,,,,,,,,,,0,Players Guide for Changeling the Dreaming,,,,,,
Witch,Bruxa,Archetype,Arquétipo,,,,,,,,,,,0,The Shining Host Player's Guide,,,,,,
Witch,Bruxa,Archetype,Arquétipo,,,,,,,,,,,0,Changeling the Dreaming C20,,,,,,
Witch,Bruxa,Archetype,Arquétipo,,,,,,,,,,,0,Players Guide for Changeling the Dreaming,,,,,,
Workaholic,Viciado em Trabalho,Archetype,Arquétipo,,,,,,,,,,,0,Wraith Players Guide,,,,,,
Wrath,Ira,Archetype,Arquétipo,,,,,,,,,,,0,Devil's Due,,,,,,
Wretch,Desgraçado,Archetype,Arquétipo,,,,,,,,,,,0,Changeling the Dreaming,,,,,,
Wretch,Desgraçado,Archetype,Arquétipo,,,,,,,,,,,0,Changeling the Dreaming C20,,,,,,
Wretch,Desgraçado,Archetype,Arquétipo,,,,,,,,,,,0,Orpheus,,,,,,
Zealot,Fanático Religioso,Archetype,Arquétipo,,,,,,,,,,,0,Book of Secrets M20,,,,,,
Ananta,Ananta,Background,Antecedentes,Changing Breeds,,,,,,,,,,1,Changing Breeds 4,,,,,,
Ancestors,Ancestrais,Background,Antecedentes,Changing Breeds,,,,,,,,,,1,Laws of the Wild Revised,,,,,,
Colony,Colônia,Background,Antecedentes,Changing Breeds,,,,,,,,,,1,Changing Breeds 3,,,,,,
Den-Realm,Reino da Toca,Background,Antecedentes,Changing Breeds,,,,,,,,,,1,Changing Breeds 1,,,,,,
Fetish,Fetiche,Background,Antecedentes,Changing Breeds,,,,,,,,,,1,Laws of the Wild Revised,,,,,,
Freak Factor,Fator Aberração,Background,Antecedentes,Changing Breeds,,,,,,,,,,1,Changing Breeds 3,,,,,,
Jamak,Jamak,Background,Antecedentes,Changing Breeds,,,,,,,,,,1,Changing Breeds 1,,,,,,
Kinfolk,Parentela,Background,Antecedentes,Changing Breeds,,,,,,,,,,1,Laws of the Wild Revised,,,,,,
Plague,Praga,Background,Antecedentes,Changing Breeds,,,,,,,,,,1,Changing Breeds 3,,,,,,
Pure Breed,Raça Pura,Background,Antecedentes,Changing Breeds,,,,,,,,,,1,Laws of the Wild Revised,,,,,,
Rites,Ritos,Background,Antecedentes,Changing Breeds,,,,,,,,,,1,Laws of the Wild Revised,,,,,,
Secrets,Segredos,Background,Antecedentes,Changing Breeds,,,,,,,,,,1,Changing Breeds 1,,,,,,
Totem,Totem,Background,Antecedentes,Changing Breeds,,,,,,,,,,1,Laws of the Wild Revised,,,,,,
Trinket,Bugiganga,Background,Antecedentes,Changing Breeds,,,,,,,,,,1,Changing Breeds 1,,,,,,
Umbral Maps,Mapas Umbrais,Background,Antecedentes,Changing Breeds,,,,,,,,,,1,Changing Breeds 1,,,,,,
Chimera,Quimera,Background,Antecedentes,Fae,Fada,,,,,,,,,1,The Shining Host,,,,,,
Companion,Companheiro,Background,Antecedentes,Fae,Fada,,,,,,,,,1,The Shining Host,,,,,,
Dreamers,Sonhadores,Background,Antecedentes,Fae,Fada,,,,,,,,,1,The Shining Host,,,,,,
Holding,Propriedade,Background,Antecedentes,Fae,Fada,,,,,,,,,1,The Shining Host,,,,,,
Household,Lar,Background,Antecedentes,Fae,Fada,,,,,,,,,1,The Shining Host Player's Guide,,,,,,
Husk,Casca Vazia,Background,Antecedentes,Fae,Fada,,,,,,,,,1,The Shining Host Player's Guide,,,,,,
Influence: Tribal,Influência: Tribal,Background,Antecedentes,Fae,Fada,,,,,,,,,1,The Shining Host Player's Guide,,,,,,
Patron,Patrono,Background,Antecedentes,Fae,Fada,,,,,,,,,1,The Shining Host,,,,,,
Political Connections,Conexões Políticas,Background,Antecedentes,Fae,Fada,,,,,,,,,1,The Shining Host,,,,,,
Regard,Estima,Background,Antecedentes,Fae,Fada,,,,,,,,,1,The Shining Host Player's Guide,,,,,,
Remembrance,Memória,Background,Antecedentes,Fae,Fada,,,,,,,,,1,The Shining Host,,,,,,
Spirit Companion,Companheiro Espiritual,Background,Antecedentes,Fae,Fada,,,,,,,,,1,The Shining Host Player's Guide,,,,,,
Title,Título,Background,Antecedentes,Fae,Fada,,,,,,,,,1,The Shining Host,,,,,,
Totem,Totem,Background,Antecedentes,Fae,Fada,,,,,,,,,1,The Shining Host Player's Guide,,,,,,
Treasure,Tesouro,Background,Antecedentes,Fae,Fada,,,,,,,,,1,The Shining Host,,,,,,
Trod,Trilha,Background,Antecedentes,Fae,Fada,,,,,,,,,1,The Shining Host,,,,,,
Vision,Visão,Background,Antecedentes,Fae,Fada,,,,,,,,,1,The Shining Host Player's Guide,,,,,,
Allies,Aliados,Background,Antecedentes,General,Geral,,,,,,,,,1,Laws of Ascension; Laws of the Night Revised; Laws of the Wild Revised,,,,,,
Contacts,Contatos,Background,Antecedentes,General,Geral,,,,,,,,,1,Laws of Ascension; Laws of the Night Revised; Laws of the Wild Revised,,,,,,
Influence: Bureaucracy,Influência: Burocracia,Background,Antecedentes,General,Geral,,,,,,,,,1,Laws of Ascension; Laws of the Night Revised; Laws of the Wild Revised,,,,,,
Influence: Church,Influência: Igreja,Background,Antecedentes,General,Geral,,,,,,,,,1,Laws of Ascension; Laws of the Night Revised; Laws of the Wild Revised,,,,,,
Influence: Finance,Influência: Finanças,Background,Antecedentes,General,Geral,,,,,,,,,1,Laws of Ascension; Laws of the Night Revised; Laws of the Wild Revised,,,,,,
Influence: Health,Influência: Saúde,Background,Antecedentes,General,Geral,,,,,,,,,1,Laws of Ascension; Laws of the Night Revised; Laws of the Wild Revised,,,,,,
Influence: High Society,Influência: Alta Sociedade,Background,Antecedentes,General,Geral,,,,,,,,,1,Laws of Ascension; Laws of the Night Revised; Laws of the Wild Revised,,,,,,
Influence: Industry,Influência: Indústria,Background,Antecedentes,General,Geral,,,,,,,,,1,Laws of Ascension; Laws of the Night Revised; Laws of the Wild Revised,,,,,,
Influence: Legal,Influência: Jurídica,Background,Antecedentes,General,Geral,,,,,,,,,1,Laws of Ascension; Laws of the Night Revised; Laws of the Wild Revised,,,,,,
Influence: Media,Influência: Mídia,Background,Antecedentes,General,Geral,,,,,,,,,1,Laws of Ascension; Laws of the Night Revised; Laws of the Wild Revised,,,,,,
Influence: Occult,Influência: Ocultismo,Background,Antecedentes,General,Geral,,,,,,,,,1,Laws of Ascension; Laws of the Night Revised; Laws of the Wild Revised,,,,,,
Influence: Police,Influência: Polícia,Background,Antecedentes,General,Geral,,,,,,,,,1,Laws of Ascension; Laws of the Night Revised; Laws of the Wild Revised,,,,,,
Influence: Political,Influência: Política,Background,Antecedentes,General,Geral,,,,,,,,,1,Laws of Ascension; Laws of the Night Revised; Laws of the Wild Revised,,,,,,
Influence: Street,Influência: Rua,Background,Antecedentes,General,Geral,,,,,,,,,1,Laws of Ascension; Laws of the Night Revised; Laws of the Wild Revised,,,,,,
Influence: Transportation,Influência: Transporte,Background,Antecedentes,General,Geral,,,,,,,,,1,Laws of Ascension; Laws of the Night Revised; Laws of the Wild Revised,,,,,,
Influence: Underworld,Influência: Submundo,Background,Antecedentes,General,Geral,,,,,,,,,1,Laws of Ascension; Laws of the Night Revised; Laws of the Wild Revised,,,,,,
Influence: University,Influência: Universidade,Background,Antecedentes,General,Geral,,,,,,,,,1,Laws of Ascension; Laws of the Night Revised; Laws of the Wild Revised,,,,,,
Insight,Intuição,Background,Antecedentes,General,Geral,,,,,,,,,1,MET Anarch Guide,,,,,,
Mentor,Mentor,Background,Antecedentes,General,Geral,,,,,,,,,1,Laws of Ascension; Laws of the Night Revised; Laws of the Wild Revised; The Shining Host,,,,,,
Resources,Recursos,Background,Antecedentes,General,Geral,,,,,,,,,1,Laws of Ascension; Laws of the Wild Revised; Laws of the Night Revised,,,,,,
Arcane,Arcano,Background,Antecedentes,Mage,Mago,,,,,,,,,1,Laws of Ascension,,,,,,
Avatar,Avatar,Background,Antecedentes,Mage,Mago,,,,,,,,,1,Laws of Ascension,,,,,,
Backup,Reserva,Background,Antecedentes,Mage,Mago,,,,,,,,,1,Laws of Ascension Companion,,,,,,
Blessing,Bênção,Background,Antecedentes,Mage,Mago,,,,,,,,,1,Laws of Ascension Companion,,,,,,
Chantry/Construct,Capela/Construto,Background,Antecedentes,Mage,Mago,,,,,,,,,1,Laws of Ascension Companion,,,,,,
Cult,Culto,Background,Antecedentes,Mage,Mago,,,,,,,,,1,Laws of Ascension Companion,,,,,,
Demesne,Domínio,Background,Antecedentes,Mage,Mago,,,,,,,,,1,Laws of Ascension Companion,,,,,,
Destiny,Destino,Background,Antecedentes,Mage,Mago,,,,,,,,,1,Laws of Ascension,,,,,,
Dream,Sonho,Background,Antecedentes,Mage,Mago,,,,,,,,,1,Laws of Ascension,,,,,,
Enhancement,Aprimoramento,Background,Antecedentes,Mage,Mago,,,,,,,,,1,Laws of Ascension Companion,,,,,,
Familiar/Companion,Familiar/Companheiro,Background,Antecedentes,Mage,Mago,,,,,,,,,1,Laws of Ascension Companion,,,,,,
Legend,Lenda,Background,Antecedentes,Mage,Mago,,,,,,,,,1,Laws of Ascension Companion,,,,,,
Library,Biblioteca,Background,Antecedentes,Mage,Mago,,,,,,,,,1,Laws of Ascension,,,,,,
Node,Nó,Background,Antecedentes,Mage,Mago,,,,,,,,,1,Laws of Ascension,,,,,,
Past Lives,Vidas Passadas,Background,Antecedentes,Mage,Mago,,,,,,,,,1,Laws of Ascension Companion,,,,,,
Requisitions,Requisições,Background,Antecedentes,Mage,Mago,,,,,,,,,1,Laws of Ascension Companion,,,,,,
Sanctum/Laboratory,Santuário/Laboratório,Background,Antecedentes,Mage,Mago,,,,,,,,,1,Laws of Ascension Companion,,,,,,
Secret Weapons,Armas Secretas,Background,Antecedentes,Mage,Mago,,,,,,,,,1,Laws of Ascension Companion,,,,,,
Spies,Espiões,Background,Antecedentes,Mage,Mago,,,,,,,,,1,Laws of Ascension Companion,,,,,,
Wonder,Maravilha,Background,Antecedentes,Mage,Mago,,,,,,,,,1,Laws of Ascension,,,,,,
Fame,Fama,Background,Antecedentes,Vampire,Vampiro,,,,,,,,,1,Laws of the Night Revised,,,,,,
Generation,Geração,Background,Antecedentes,Vampire,Vampiro,,,,,,,,,1,Laws of the Night Revised,,,,,,
Herd,Rebanho,Background,Antecedentes,Vampire,Vampiro,,,,,,,,,1,Laws of the Night Revised,,,,,,
Retainers,Serviçais,Background,Antecedentes,Vampire,Vampiro,,,,,,,,,1,Laws of the Night Revised,,,,,,
Artifact,Artefato,Background,Antecedentes,Wraith,,,,,,,,,,1,Oblivion,,,,,,
Eidolon,Eidolon,Background,Antecedentes,Wraith,,,,,,,,,,1,Oblivion,,,,,,
Guild Status,Status na Guilda,Background,Antecedentes,Wraith,,,,,,,,,,1,Oblivion,,,,,,
Memoriam,Memorial,Background,Antecedentes,Wraith,,,,,,,,,,1,Oblivion,,,,,,
Status,Status,Background,Antecedentes,Wraith,,,,,,,,,,1,Oblivion,,,,,,
Akunanse,Akunanse,Clan / Bloodline,Clã / Linhagem,Vampire,Vampiro,,,,,,,,,N/A,Ebony Kingdom,,,,,,
Anda,Anda,Clan / Bloodline,Clã / Linhagem,Vampire,Vampiro,,,,,,,,,N/A,Guide to the Low Clans; DA Wind from the East,,,,,,
Angellis Ater,Angellis Ater,Clan / Bloodline,Clã / Linhagem,Vampire,Vampiro,,,,,,,,,N/A,OWbN Baali Packet,,,,,,
Assamite,Assamita,Clan / Bloodline,Clã / Linhagem,Vampire,Vampiro,,,,,,,,,N/A,Laws of the Night Revised,,,,,,
Assamite Antitribu,Assamita Antitribu,Clan / Bloodline,Clã / Linhagem,Vampire,Vampiro,,,,,,,,,N/A,MET Sabbat Guide,,,,,,
Assamite Sorcerers,Feiticeiro Assamita,Clan / Bloodline,Clã / Linhagem,Vampire,Vampiro,,,,,,,,,N/A,Clanbook: Assamite Revised,,,,,,
Assamite Vizier,Vizier Assamita,Clan / Bloodline,Clã / Linhagem,Vampire,Vampiro,,,,,,,,,N/A,Clanbook: Assamite Revised,,,,,,
Azaneali,Azaneali,Clan / Bloodline,Clã / Linhagem,Vampire,Vampiro,,,,,,,,,N/A,OWbN Baali Packet,,,,,,
Baali,Baali,Clan / Bloodline,Clã / Linhagem,Vampire,Vampiro,,,,,,,,,N/A,MET ST Guide,,,,,,
Bedouin Warrior Assamite,Assamita Guerreiro Beduíno,Clan / Bloodline,Clã / Linhagem,Vampire,Vampiro,,,,,,,,,N/A,OWbN Assamite Antitribu Packet,,,,,,
Blood Brothers,Irmãos de Sangue,Clan / Bloodline,Clã / Linhagem,Vampire,Vampiro,,,,,,,,,N/A,MET Sabbat Guide,,,,,,
Brotherhood of Midgard,Irmandade de Midgard,Clan / Bloodline,Clã / Linhagem,Vampire,Vampiro,,,,,,,,,N/A,See OWbN FoS Packet,,,,,,
Brujah,Brujah,Clan / Bloodline,Clã / Linhagem,Vampire,Vampiro,,,,,,,,,N/A,Laws of the Night Revised,,,,,,
Brujah Antitribu,Brujah Antitribu,Clan / Bloodline,Clã / Linhagem,Vampire,Vampiro,,,,,,,,,N/A,MET Sabbat Guide,,,,,,
Byzantine Vizier Assamite,Assamita Vizier Byzantino,Clan / Bloodline,Clã / Linhagem,Vampire,Vampiro,,,,,,,,,N/A,OWbN Assamite Antitribu Packet,,,,,,
Cappadocian,Cappadocian,Clan / Bloodline,Clã / Linhagem,Vampire,Vampiro,,,,,,,,,N/A,Faith and Fire,,,,,,
Children of Damballah,Filhos de Damballah,Clan / Bloodline,Clã / Linhagem,Vampire,Vampiro,,,,,,,,,N/A,See OWbN FoS Packet,,,,,,
Dark Age Gargoyles,Gárgulas da Era das Trevas,Clan / Bloodline,Clã / Linhagem,Vampire,Vampiro,,,,,,,,,N/A,Faith and Fire,,,,,,
Dark Age Sorcerer Assamite,Assamita Feiticeiro da Era das Trevas,Clan / Bloodline,Clã / Linhagem,Vampire,Vampiro,,,,,,,,,N/A,OWbN Assamite Antitribu Packet,,,,,,
Daughter of Cacophony,Filha da Cacofonia,Clan / Bloodline,Clã / Linhagem,Vampire,Vampiro,,,,,,,,,N/A,Laws of the Night Revised,,,,,,
Dominate Malkavians,Malkavianos Dominadores,Clan / Bloodline,Clã / Linhagem,Vampire,Vampiro,,,,,,,,,N/A,OWbN Malkavian Packet,,,,,,
