name,translation
"Reach the Breaking Point","Alcançar o Ponto de Ruptura"
"Read the Winds","Ler os Ventos"
"Record/Recall Sensation","Registrar/Recordar a Sensação"
"Relic Sight","Visão de Relíquia"
"Religious Devotion","Devoção Religiosa"
"Reluctant Performance Artist","Artista de Performance Relutante"
"Remember Me?","Lembra de Mim?"
"Remote Access Buffer","Buffer de Acesso Remoto"
"Rescue Beacon","Farol de Resgate"
"Resolve to Sustain","Determinação para Sustentar"
"Respite of Lucidity","Respiro de Lucidez"
"Retain the Quick Blood","Reter o Sangue Vivo"
"Retaliatory Terror","Terror Retaliatório"
"Reveal the Sin","Revelar o Pecado"
"Revoke the Gift of Adam","Revogar a Dádiva de Adão"
"Righteous Gaze","Olhar Justo"
"Ripping the Eyes from Heaven","Arrancando os Olhos do Céu"
"Roar of Command","Rugido de Comando"
"Roues the Molten Rock","Desperta a Rocha Fundida"
"Running with Shadows","Correndo com as Sombras"
"Sacrifice to Nightmare","Sacrifício ao Pesadelo"
"Sanguinary Expulsion","Expulsão Sanguinária"
"Savage Union","União Selvagem"
"Scalpel Tongue","Língua de Bisturi"
"Scent of Caine","Cheiro de Caim"
"Scourge of Electo","Flagelo de Electo"
"Scourge of the Thrall","Flagelo do Escravo"
"Screams Made Real","Gritos Tornados Reais"
"Sculpt the Flowing Wound","Esculpir a Ferida Fluida"
"See the Reflected Form","Ver a Forma Refletida"
"See the True Form","Ver a Forma Verdadeira"
"Sense the Sorrow","Perceber a Tristeza"
"Sensory Overload","Sobrecarga Sensorial"
"Serpent’s Numbing Kiss","Beijo Entorpecente da Serpente"
"Shadow Communion","Comunhão das Sombras"
"Shadow Feint","Finta das Sombras"
"Shadow Heart","Coração das Sombras"
"Shadow Mark","Marca das Sombras"
"Shadowed Eyes","Olhos Sombreados"
"Shape of All Beasts","Forma de Todas as Bestas"
"Shared Entombment","Sepultamento Compartilhado"
"Shared Strength","Força Compartilhada"
"Sharing the Master’s Vigor","Compartilhando o Vigor do Mestre"
Shatter,Estilhaçar
"Shattered Fog","Névoa Estilhaçada"
Shatterproof,"À Prova de Estilhaço"
"Shroud of Absence","Mortalha da Ausência"
"Shroud of Ahriman","Mortalha de Ahriman"
"Shroud the Mind","Encobrir a Mente"
"Silent Voice","Voz Silenciosa"
"Sin Eater","Devorador de Pecados"
"Smiling Jack’s Trick","Truque do Jack Sorridente"
"Smoky Pace","Passo Enfumaçado"
"Smothering Darkness","Escuridão Sufocante"
"Song of Ennui","Canção do Tédio"
"Sooth the Beast","Acalmar a Besta"
"Soul Decoration","Decoração da Alma"
"Soul Painting","Pintura da Alma"
"Soul Seperation","Separação da Alma"
"Sound of a Breaking Oath","Som de um Juramento Quebrado"
"Spectral Puppeteer","Titereiro Espectral"
"Speed Reading","Leitura Rápida"
"Spirit Tracking","Rastreamento Espiritual"
"Steal the Terrible Swiftness","Roubar a Terrível Rapidez"
"Stone Meld","Fusão com a Pedra"
Stonesight,"Visão de Pedra"
"Strategic Response","Resposta Estratégica"
"Stunning Awe","Assombro Atordoante"
"Suck It Up","Engula o Choro"
"Sutekh Fathers Anubis","Sutekh Gera Anúbis"
"Switched at Death","Trocado na Morte"
"Sympathetic Agony","Agonia Simpática"
"Sympathetic Encryptor","Criptografador Simpático"
"Talons of Suffering","Garras do Sofrimento"
Technicality,Tecnicalidade
"Telepathic Command","Comando Telepático"
"Tenebrous Veil","Véu Tenebroso"
"Test the Road","Testar a Estrada"
"Thaumaturgical Sight","Visão Taumatúrgica"
"The Banshee’s Wail","O Lamento da Banshee"
"The Beast’s Vigor","O Vigor da Besta"
"The Crimson Horde","A Horda Carmesim"
"The False Drink","A Bebida Falsa"
"The Humberside Panic","O Pânico de Humberside"
"The Illness Unveiled","A Doença Revelada"
"The Illusionary Cup","O Cálice Ilusório"
"The Iron Glare","O Fulgor de Ferro"
"The Long March","A Longa Marcha"
"The Magistrate Coincides","O Magistrado Coincide"
"The Perfect Murder","O Assassinato Perfeito"
"The Rod Raw Rending","A Vara da Dilaceração Bruta"
"The Shoulders of Atlas","Os Ombros de Atlas"
"The Sight","A Visão"
"Theft of Will","Roubo de Vontade"
"Torpid Hibernation","Hibernação Torpe"
"Trap Vitae","Aprisionar Vitae"
"Tree Meld","Fusão com a Árvore"
"True Love’s Face","Rosto do Amor Verdadeiro"
"True Tongue","Língua Verdadeira"
"Truth of Blood","Verdade do Sangue"
"Tune Out",Desligar-se
"Typhonic Beast","Besta Tifônica"
"Unassailable Thoughts","Pensamentos Inatacáveis"
"Unchain the Wrathful Beast","Desacorrentar a Besta Furiosa"
"Uncoil Your Vitae","Desenrolar sua Vitae"
"Unconquerable Quality","Qualidade Inconquistável"
"Under the Skin","Debaixo da Pele"
"Undiminished Fury","Fúria Imutável"
"Unseen Spirit","Espírito Invisível"
"Unwavering Judgement","Julgamento Inabalável"
Vanishing,Desaparecimento
"Veil the Sin","Encobrir o Pecado"
"Vicious Valor","Valor Cruel"
"Vital Fluids","Fluidos Vitais"
"Void Running","Correndo o Vazio"
"Void Shielding","Blindagem do Vazio"
"Waking Dream","Sonho Desperto"
"Ward the Soul’s Sanctity","Proteger a Santidade da Alma"
"We’re Not Going to Take it!","Não Vamos Aceitar Isso!"
"Weigh the Heart","Pesar o Coração"
"Weight of Shadows","Peso das Sombras"
"Whispered Passions","Paixões Sussurradas"
"Whispers in the Dark","Sussurros nas Trevas"
"Whispers in the Sinners Ear","Sussurros no Ouvido do Pecador"
"Whispers of Loathing","Sussurros de Repulsa"
"Wind of Guilt","Vento da Culpa"
Wintering,Hibernando
"Witness of Ahriman","Testemunha de Ahriman"
"Wolf in Sheep's Clothing","Lobo em Pele de Cordeiro"
"Wolf’s Lament","Lamento do Lobo"
"Wound Sculpting","Escultura de Feridas"
"Ze Monkkey’s Paw","A Pata do Macaco"
"Sens the Sin","Sentir o Pecado"
"Fear the Void Below","Temer o Vazio Abaixo"
Conflagration,Conflagração
Psychomachia,Psicomaquia
Condemnation,Condenação
"Chains of Pleasure","Correntes do Prazer"
"Flash Blind","Cegueira Repentina"
"Flame Lance","Lança Flamejante"
"Ring of Fire","Anel de Fogo"
Incinerate,Incinerar
"Furnaces of Hell","Fornalhas do Inferno"
"Fires of the Inferno, The","Os Fogos do Inferno"
"Fires of the Inferno, The","Os Fogos do Inferno"
Decay,Decadência
"Gnarl Wood","Madeira Retorcida"
"Acidic Touch","Toque Ácido"
Atrophy,Atrofia
"Turn to Dust","Transformar em Pó"
"Evil Eye, The","O Mau-Olhado"
"Minor Curse","Maldição Menor"
"Psalm of the Damned","Salmo dos Condenados"
Barrenness,Esterilidade
"Greater Curse","Maldição Maior"
Contradict,Contradizer
Subvert,Subverter
Dissociate,Dissociar
Addiction,Vício
Dependence,Dependência
Stigmatize,Estigmatizar
Malady,Enfermidade
Pariah,Pária
"Corrupt Body","Corromper o Corpo"
"Fall From Grace","Queda em Desgraça"
"Hermetic Sight","Visão Hermética"
"Astral Cant","Cântico Astral"
"Voice of Command","Voz de Comando"
"Entrap Ephemera","Aprisionar Efêmera"
Duality,Dualidade
Fog,Névoa
"Rain or Snow","Chuva ou Neve"
"High Winds","Ventos Fortes"
Storm,Tempestade
"Lightning Strike","Golpe de Relâmpago"
Passion,Paixão
"The Haunting","A Assombração"
"Eyes of Chaos","Olhos do Caos"
"Voice of Madness","Voz da Loucura"
"Total Insanity","Insanidade Total"
Command,Comando
Mesmerism,Mesmerismo
"Forgetful Mind","Mente Esquecida"
Conditioning,Condicionamento
Possession,Possessão
Commuta,Commuta
Conforma,Conforma
Scinde,Scinde
Mutate,Mutar
Transmutate,Transmutar
"Confer with the Blade","Conferenciar com a Lâmina"
"Grasp of the Mountain","Aperto da Montanha"
"Pierce Steel's Skin","Perfurar a Pele de Aço"
"Razor's Shield","Escudo de Navalha"
"Strike at the True Flesh","Golpear a Carne Verdadeira"
"Maskim's Touch","Toque de Maskim"
"Breath of Ereskhigal","Sopro de Ereshkigal"
"Nergal's Blessing","Bênção de Nergal"
"Nergal's Wrath","Ira de Nergal"
"Ill Wind","Vento Maligno"
"Curse of Lifeless Mien","Maldição do Semblante Sem Vida"
"Curse of Heavenly Dolor","Maldição da Dor Celestial"
"Curse of Unfettered Rage","Maldição da Fúria Desenfreada"
"Curse of Boundless Thirst","Maldição da Sede Sem Limites"
"Curse of Forbidden Sol","Maldição do Sol Proibido"
"Elemental Strength","Força Elemental"
"Wooden Tongues","Línguas de Madeira"
"Animate the Unmoving","Animar o Imóvel"
"Elemental Form","Forma Elemental"
"Summon Elemental","Invocar Elemental"
Humiliation,Humilhação
Loss,Perda
Peril,Perigo
Enemy,Inimigo
"Chasm Zakhm","Fenda Zakhm"
"Pervideo (Survey)","Pervideo (Vigiar)"
"Venatio (The Chase)","Venatio (A Caçada)"
"Adversor (Oppose)","Adversor (Opor)"
"Nominatim (By Name)","Nominatim (Pelo Nome)"
"Periurium​ ​(Break​ ​the​ ​Oath)","Periurium (Quebrar o Juramento)"
Readiness,Prontidão
Centering,Centramento
"One-Tracked Mind","Mente Fixa"
"Dual Thought","Pensamento Duplo"
"Perfect Clarity","Clareza Perfeita"
"Hikma min Allah (Wisdom of God)","Hikma min Allah (Sabedoria de Deus)"
"Idrak' min Allah (Insight form God)","Idrak min Allah (Discernimento de Deus)"
"Sultat el-Mabi (Authority of the Prophet)","Sultat el-Mabi (Autoridade do Profeta)"
"Sawt el-Nabi (Voice of the Prophet)","Sawt el-Nabi (Voz do Profeta)"
"Nar el-Iman (Fire of Faith)","Nar el-Iman (Fogo da Fé)"
"Saut Allah (Voice of God)","Saut Allah (Voz de Deus)"
"Nuzra Allah (Prescience of God)","Nuzra Allah (Presciência de Deus)"
"Rug Allah (Spirit of God)","Rug Allah (Espírito de Deus)"
"Ghadub Allah (Wrath of God)","Ghadub Allah (Ira de Deus)"
"Kubda Allah (Fist of God)","Kubda Allah (Punho de Deus)"
"Herbal Wisdom","Sabedoria das Ervas"
"Speed the Season's Passing","Acelerar a Passagem das Estações"
"Dance of Vines","Dança das Vinhas"
"Verdant Haven","Refúgio Verdejante"
"Awaken the Forest Giants","Despertar os Gigantes da Floresta"
Decay,Decadência
"Gnarl Wood","Madeira Retorcida"
"Acidic Touch","Toque Ácido"
Atrophy,Atrofia
"Turn to Dust","Transformar em Pó"
"Hand of Flames","Mão de Chamas"
"Flame Bolt","Lança de Chamas"
"Wall of Fire","Muralha de Fogo"
Engulf,Envolver
Firestorm,"Tempestade de Fogo"
"Force Bolt","Lança de Força"
Manipulate,Manipular
Flight,Voo
Repulse,Repelir
Control,Controle
"A Taste for Blood","Um Gosto pelo Sangue"
"Blood Rage","Fúria de Sangue"
"Blood of Potency","Sangue de Potência"
"Theft of Vitae","Roubo de Vitae"
"Cauldron of Blood","Caldeirão de Sangue"
"The Numbing","O Entorpecimento"
Anguish,Angústia
Shattering,Estilhaçamento
"Agony Within","Agonia Interior"
"Hundred Deaths","Cem Mortes"
Illness,Doença
Infection,Infecção
Miasma,Miasma
"Path of Pestilence","Caminho da Pestilência"
"Path of Pestilence","Caminho da Pestilência"
"Induce Fear","Induzir Medo"
Spook,Assombrar
Terrorize,Aterrorizar
Fear-Plague,"Praga do Medo"
"Leech of Fear","Sanguessuga do Medo"
Ecstasy,Êxtase
Intrusion,Intrusão
"Daisy Chain","Corrente de Margaridas"
Deadening,Anestesiamento
"The Garden of Earthly Delights","O Jardim das Delícias Terrenas"
"Path of Secret Knowledge","Caminho do Conhecimento Secreto"
"​Call the Weakness","Chamar a Fraqueza"
​Tainted,Maculado
Degradation,Degradação
"​Poisoned Soul","Alma Envenenada"
"Chancrous Blossom","Flor Cancerosa"
"See the Dead","Ver os Mortos"
"Repel the Angry Dead","Repelir os Mortos Enfurecidos"
"Command the Freshly Dead","Comandar os Recém-Mortos"
"Army of Souls","Exército de Almas"
"Walk the Road of Shadows","Caminhar pela Estrada das Sombras"
"Whispers of the Unborn","Sussurros do Não-Nascido"
"Scribing the Unknown","Inscrevendo o Desconhecido"
"Shadow Thoughts","Pensamentos Sombrios"
"Fragments of the Forgotten","Fragmentos do Esquecido"
Forsaken,Abandonado
"Path of Torture","Caminho da Tortura"
"Summon Imp","Invocar Diabrete"
"Summon Fiend","Invocar Demônio"
"Summon Shade","Invocar Sombra"
"Summon Servitor","Invocar Servidor"
"Summon Pit Lord","Invocar Senhor do Fosso"
"Rego Venalis (Path of Corruption)","Rego Venalis (Caminho da Corrupção)"
"Rego Venalis (Path of Corruption)","Rego Venalis (Caminho da Corrupção)"
"Rego Venalis (Path of Corruption)","Rego Venalis (Caminho da Corrupção)"
"Rego Venalis (Path of Corruption)","Rego Venalis (Caminho da Corrupção)"
"Rego Venalis (Path of Corruption)","Rego Venalis (Caminho da Corrupção)"
"Hermetic Sight","Visão Hermética"
"Astral Cant","Cântico Astral"
"Voice of Command","Voz de Comando"
"Entrap Ephemera","Aprisionar Efêmera"
Duality,Dualidade
Strix,Strix
Scobax,Scobax
Masca,Masca
Hexe,Hexe
Fractura,Fratura
"Mind Leech","Sanguessuga Mental"
Stigmatize,Estigmatizar
"Drain Resolve","Drenar a Determinação"
"Sap Will","Drenar a Vontade"
"The Gift of Servatitude","A Dádiva da Servidão"
"Taking of the Spirit, The","A Tomada do Espírito"
"Sense the Ripples","Perceber as Ondulações"
"The Gift of Haqim","A Dádiva de Haqim"
"The Distance Crimson","O Carmesim Distante"
"Know the Fate of One","Conhecer o Destino de Um"
"Cast into the Pool of Blood","Lançar na Poça de Sangue"
"Malfean Infection","Infecção Malfeana"
"Bane of the Soul","Ruína da Alma"
"Dissonant Miserere","Miserere Dissonante"
"Feed the Wyrm","Alimentar a Wyrm"
"House of Maelin","Casa de Maelin"
"See the Unseen","Ver o Invisível"
"Learn the Heart's Pain","Aprender a Dor do Coração"
"Seize the Moment","Aproveitar o Momento"
"Casting the Bones","Lançando os Ossos"
"Recall the Bloody Deed","Recordar o Ato Sangrento"
Methyskein,Methyskein
Omophagy,Omofagia
Hamartia,Hamartia
Enthousiasmos,Enthousiasmos
"Oinos Aimatos","Oinos Aimatos"
Fog,Névoa
"Rain or Snow","Chuva ou Neve"
"High Winds","Ventos Fortes"
Storm,Tempestade
"Lightning Strike","Golpe de Relâmpago"
"Level One","Nível Um"
"Level Two","Nível Dois"
"Level Three","Nível Três"
"Level Four","Nível Quatro"
"Level Five","Nível Cinco"
Endurance,Resistência
Mettle,Têmpera
Resilience,Resiliência
Resistance,Resistência
Aegis,Égide
"Summon the Simple Form","Invocar a Forma Simples"
Permanency,Permanência
"Magic of the Smith","Magia do Ferreiro"
"Reverse Conjuration","Conjuração Reversa"
"Power Over Life","Poder Sobre a Vida"
Contradict,Contradizer
Subvert,Subverter
Dissociate,Dissociar
Addiction,Vício
Dependence,Dependência
Stigmatize,Estigmatizar
Malady,Enfermidade
Pariah,Pária
"Corrupt Body","Corromper o Corpo"
"Fall From Grace","Queda em Desgraça"
"Song of Mercury","Canção de Mercúrio"
"Song of Venus","Canção de Vênus"
"Song of Mars","Canção de Marte"
"Song of Jupiter","Canção de Júpiter"
"Song of Saturn","Canção de Saturno"
"Eyes of the Sea","Olhos do Mar"
"Prison of Water","Prisão de Água"
"Blood To Water","Sangue em Água"
"Flowing Wall","Muralha Fluida"
Dehydrate,Desidratar
"Path of Blood Nectar / Covenant of Inanna","Caminho do Néctar de Sangue / Pacto de Inanna"
"Path of Blood Nectar / Covenant of Inanna","Caminho do Néctar de Sangue / Pacto de Inanna"
"Path of Blood Nectar / Covenant of Inanna","Caminho do Néctar de Sangue / Pacto de Inanna"
"Path of Blood Nectar / Covenant of Inanna","Caminho do Néctar de Sangue / Pacto de Inanna"
"Path of Blood Nectar / Covenant of Inanna","Caminho do Néctar de Sangue / Pacto de Inanna"
Stigmatize,Estigmatizar
Malady,Enfermidade
Pariah,Pária
"Corrupt Body","Corromper o Corpo"
"Fall From Grace","Queda em Desgraça"
"Summon the Simple Form","Invocar a Forma Simples"
Permanency,Permanência
"Magic of the Smith","Magia do Ferreiro"
"Reverse Conjuration","Conjuração Reversa"
"Power Over Life","Poder Sobre a Vida"
"A Sending of Serpents","Um Envio de Serpentes"
"Darkness of Duat","Escuridão de Duat"
"Suffocation of the Tomb","Sufocamento do Túmulo"
"The Narrow House","A Casa Estreita"
"Consignment of Duat","Consignação de Duat"
"Zillah's Litany","Litania de Zillah"
"The Crone's Pride","O Orgulho da Anciã"
"Feast of Ashes","Banquete de Cinzas"
"Uriel's Disfavor","Desfavor de Uriel"
Valediction,Despedida
"War Cry","Grito de Guerra"
"Strike True","Golpear com Precisão"
"Wind Dance","Dança do Vento"
"Fearless Heart","Coração Destemido"
"Comrade at Arms","Camarada de Armas"
Analyze,Analisar
Burnout,Exaustão
Encrypt/Decrypt,Criptografar/Decifrar
"Remote Access","Acesso Remoto"
Telecommute,"Trabalho Remoto"
Commuta,Commuta
Conforma,Conforma
Scinde,Scinde
Mutate,Mutar
Transmutate,Transmutar
"Thaumaturgical Forensics","Perícia Taumatúrgica"
"Thaumaturgical Surgery","Cirurgia Taumatúrgica"
"Lesser Animation","Animação Menor"
"Greater Animation","Animação Maior"
"Cognizant Construction","Construção Consciente"
"Ravages of the Beast","Devastações da Besta"
"Weight of the Sun","Peso do Sol"
"Abated Tooth","Presa Abrandada"
"Treacherous Bonds","Vínculos Traiçoeiros"
"The Withering of Ages","O Definhar das Eras"
"Elemental Strength","Força Elemental"
"Wooden Tongues","Línguas de Madeira"
"Animate the Unmoving","Animar o Imóvel"
"Elemental Form","Forma Elemental"
"Summon Elemental","Invocar Elemental"
"Hello, Goodbye","Olá Adeus"
"Disciplinary Identification","Identificação Disciplinar"
"Thaumaturgical Identification","Identificação Taumatúrgica"
"Ritual Madness","Loucura Ritual"
"Disciplinary Affectation","Afetação Disciplinar"
Readiness,Prontidão
Centering,Centramento
"One-Tracked Mind","Mente Fixa"
"Dual Thought","Pensamento Duplo"
"Perfect Clarity","Clareza Perfeita"
"Cause Sleep","Causar Sono"
"Mass Slumber","Sono Coletivo"
"Enchanted Slumber","Sono Encantado"
Dreamscape,"Paisagem Onírica"
"Dream Mastery","Maestria dos Sonhos"
"Herbal Wisdom","Sabedoria das Ervas"
"Speed the Season's Passing","Acelerar a Passagem das Estações"
"Dance of Vines","Dança das Vinhas"
"Verdant Haven","Refúgio Verdejante"
"Awaken the Forest Giants","Despertar os Gigantes da Floresta"
Decay,Decadência
"Gnarl Wood","Madeira Retorcida"
"Acidic Touch","Toque Ácido"
Atrophy,Atrofia
"Turn to Dust","Transformar em Pó"
"Guest's Herald","Arauto do Convidado"
"Master's Order","Ordem do Mestre"
"Rhyme of Discord","Rima da Discórdia"
Temportal,Temportal
"The Cauldron's Rede","O Conselho do Caldeirão"
"Hand of Flames","Mão de Chamas"
"Flame Bolt","Lança de Chamas"
"Wall of Fire","Muralha de Fogo"
Engulf,Envolver
Firestorm,"Tempestade de Fogo"
Vertigo,Vertigem
Contortion,Contorção
Seizure,Convulsão
"Body Failure","Falha Corporal"
Marionette,Marionete
"Force Bolt","Lança de Força"
Manipulate,Manipular
Flight,Voo
Repulse,Repelir
Control,Controle
"Eyes of the Sea","Olhos do Mar"
"Prison of Water","Prisão de Água"
"Blood To Water","Sangue em Água"
"Flowing Wall","Muralha Fluida"
Dehydrate,Desidratar
Portents,Presságios
Foresee,Prever
Dreamspeak,"Fala Onírica"
Augury,Augúrio
"Reveal the Heart's Dreams","Revelar os Sonhos do Coração"
"A Taste for Blood","Um Gosto pelo Sangue"
"Blood Rage","Fúria de Sangue"
"Blood of Potency","Sangue de Potência"
"Theft of Vitae","Roubo de Vitae"
"Cauldron of Blood","Caldeirão de Sangue"
"Summon the Simple Form","Invocar a Forma Simples"
Permanency,Permanência
"Magic of the Smith","Magia do Ferreiro"
"Reverse Conjuration","Conjuração Reversa"
"Power Over Life","Poder Sobre a Vida"
Stigmatize,Estigmatizar
Malady,Enfermidade
Pariah,Pária
"Corrupt Body","Corromper o Corpo"
"Fall From Grace","Queda em Desgraça"
"Zillah's Litany","Litania de Zillah"
"The Crone's Pride","O Orgulho da Anciã"
"Feast of Ashes","Banquete de Cinzas"
"Uriel's Disfavor","Desfavor de Uriel"
Valediction,Despedida
Analyze,Analisar
Burnout,Exaustão
Encrypt/Decrypt,Criptografar/Decifrar
"Remote Access","Acesso Remoto"
Telecommute,"Trabalho Remoto"
"The Hunter's Winds","Os Ventos do Caçador"
"Scent of Deception","Cheiro de Engano"
"Skin of the Chameleon","Pele do Camaleão"
"Unassuming Pose","Pose Discreta"
"Whiff of Kalif","Vislumbre de Kalif"
"Ghost Body","Corpo Fantasma"
"The Path of the Evil Eye","O Caminho do Mau-Olhado"
"Map the Skies","Mapear os Céus"
"Read the Heaven's Plans","Ler os Planos dos Céus"
"Call Down the Hunter's Moon","Convocar a Lua do Caçador"
"Trace the Soul's Favor","Rastrear o Favor da Alma"
"Ripple on the Sea of Stars","Ondulação no Mar de Estrelas"
"Whispers of the Heavens","Sussurros dos Céus"
"Frost Bite","Mordida de Gelo"
Blizzard,Nevasca
"Icy Chill of Despair","Frio Gélido do Desespero"
"Frost Blades","Lâminas de Gelo"
"The Mask of Winters","A Máscara dos Invernos"
"Zillah's Litany","Litania de Zillah"
"The Crone's Pride","O Orgulho da Anciã"
"Feast of Ashes","Banquete de Cinzas"
"Uriel's Disfavor","Desfavor de Uriel"
Valediction,Despedida
"War Cry","Grito de Guerra"
"Strike True","Golpear com Precisão"
"Wind Dance","Dança do Vento"
"Fearless Heart","Coração Destemido"
"Comrade at Arms","Camarada de Armas"
"Path of Mercury","Caminho de Mercúrio"
"Path of Mercury","Caminho de Mercúrio"
"Path of Mercury","Caminho de Mercúrio"
"Path of Mercury","Caminho de Mercúrio"
"Path of Mercury","Caminho de Mercúrio"
"Out Light","Apagar a Luz"
"Shadow Taunt","Provocação das Sombras"
"Coruscating Shadow","Sombra Cintilante"
"Night's Veil","Véu da Noite"
"Abyssal Pact","Pacto Abissal"
Analyze,Analisar
Burnout,Exaustão
Encrypt/Decrypt,Criptografar/Decifrar
"Remote Access","Acesso Remoto"
Telecommute,"Trabalho Remoto"
"Fortify the Solid Form","Fortificar a Forma Sólida"
"Crystalize the Liquid Form","Cristalizar a Forma Líquida"
"Liquify the Solid Form","Liquefazer a Forma Sólida"
Gaol,Cadeia
"Ghost Wall","Muralha Fantasma"
"Level 1","Nível 1"
"Level 2","Nível 2"
"Level 3","Nível 3"
"Level 4","Nível 4"
"Level 5","Nível 5"
"Mirror Forge","Forja do Espelho"
"Reality of the Mirror Image","Realidade da Imagem no Espelho"
"Mastery of the Mirror Image","Maestria da Imagem do Espelho"
"The Thousand Eyes","Os Mil Olhos"
"Mirror Dungeon","Masmorra do Espelho"
"Serpentine Sense","Sentido Serpentino"
Scaleskin,"Pele Escamosa"
"Venom Curse","Maldição do Veneno"
"Touch of Typhon","Toque de Tifão"
"Form of the Hydra","Forma da Hidra"
"Hermetic Sight","Visão Hermética"
"Astral Cant","Cântico Astral"
"Voice of Command","Voz de Comando"
"Entrap Ephemera","Aprisionar Efêmera"
Duality,Dualidade
"Evil Eye",Mau-Olhado
"Spirit Eyes","Olhos Espirituais"
"Spirit Slave","Escravo Espiritual"
Journey,Jornada
Fetishes,Fetiches
Mount,Montar
Wagon,Vagão
"Supply Train","Trem de Suprimentos"
"Seige Engine","Máquina de Cerco"
"Battle Front","Frente de Batalha"
Methyskein,Methyskein
Omophagy,Omofagia
Hamartia,Hamartia
Enthousiasmos,Enthousiasmos
"Oinos Aimatos","Oinos Aimatos"
"The Missing Voice","A Voz Ausente"
"Phantom Speaker","Orador Fantasma"
Madrigal,Madrigal
"Siren's Beckoning","Chamamento da Sereia"
Virtuosa,Virtuosa
"Cause Sleep","Causar Sono"
"Mass Slumber","Sono Coletivo"
"Enchanted Slumber","Sono Encantado"
Dreamscape,"Paisagem Onírica"
"Dream Mastery","Maestria dos Sonhos"
"Hand of Flames","Mão de Chamas"
"Flame Bolt","Lança de Chamas"
"Wall of Fire","Muralha de Fogo"
Engulf,Envolver
Firestorm,"Tempestade de Fogo"
"Mastery of the Mortal Shell","Maestria do Invólucro Mortal"
Spark,Faísca
Illuminate,Iluminar
"Power Array","Arranjo de Poder"
"Zeus' Fury","Fúria de Zeus"
"Eye of the Storm","Olho da Tempestade"
"Path of Spirit Manipulation","Caminho da Manipulação Espiritual"
"Path of the Focused Mind","Caminho da Mente Focada"
"Path of the Levinbolt","Caminho do Raio"
"Level One","Nível Um"
"Level Two","Nível Dois"
"Level Three","Nível Três"
"Level Four","Nível Quatro"
"Level Five","Nível Cinco"
Spark,Faísca
Illuminate,Iluminar
"Body of Light","Corpo de Luz"
"Jupitor's Aegis","Égide de Júpiter"
"Lightning Dance","Dança do Relâmpago"
"Bar the Common Passage","Bloquear a Passagem Comum"
"Glyph of Scrying","Glifo de Escrutínio"
"Runes of Power","Runas de Poder"
"Glyph of Enlightenment","Glifo da Iluminação"
"Secure the Sacred Domain","Assegurar o Domínio Sagrado"
Fog,Névoa
"Rain or Snow","Chuva ou Neve"
"High Winds","Ventos Fortes"
Storm,Tempestade
"Lightning Strike","Golpe de Relâmpago"
Folderol,Bobagem
"Fae Sight","Visão das Fadas"
"Aura Absorption","Absorção de Aura"
"Chanjelin Ward","Guarda de Chanjelin"
"Riddle Phantastique","Enigma Fantástico"
"Force Bolt","Lança de Força"
Manipulate,Manipular
Flight,Voo
Repulse,Repelir
Control,Controle
"Trace of Life","Traço de Vida"
"Call the Homuncular Servent","Chamar o Servo Homuncular"
"Raise the Corpse to Service","Erguer o Cadáver para Servir"
"Call of Athanatos","Chamado de Athanatos"
"Muster the Corpse Army","Reunir o Exército de Cadáveres"
"Masque of Death","Máscara da Morte"
"Cold of the Grave","Frio do Túmulo"
"Curse of Life","Maldição da Vida"
"Gift of the Corpse","Dádiva do Cadáver"
"Gift of Life","Dádiva da Vida"
"Whispers of the Soul","Sussurros da Alma"
"Kiss of the Dark Mother","Beijo da Mãe Sombria"
"Dark Humours","Humores Sombrios"
"Clutching the Shroud","Agarrando a Mortalha"
"Black Breath","Sopro Negro"
"Destroy the Husk","Destruir a Casca"
"Rigor Mortis","Rigor Mortis"
Wither,Definhar
"Corrupt the Undead Flesh","Corromper a Carne Morta-Viva"
"Disolve the Flesh","Dissolver a Carne"
"A Taste for Blood","Um Gosto pelo Sangue"
"Blood Rage","Fúria de Sangue"
"Blood of Potency","Sangue de Potência"
"Theft of Vitae","Roubo de Vitae"
"Cauldron of Blood","Caldeirão de Sangue"
"Summon the Simple Form","Invocar a Forma Simples"
Permanency,Permanência
"Magic of the Smith","Magia do Ferreiro"
"Reverse Conjuration","Conjuração Reversa"
"Power Over Life","Poder Sobre a Vida"
"Zillah's Litany","Litania de Zillah"
"The Crone's Pride","O Orgulho da Anciã"
"Feast of Ashes","Banquete de Cinzas"
"Uriel's Disfavor","Desfavor de Uriel"
Valediction,Despedida
"Hermetic Sight","Visão Hermética"
"Astral Cant","Cântico Astral"
"Voice of Command","Voz de Comando"
"Entrap Ephemera","Aprisionar Efêmera"
Duality,Dualidade
"Grasping Soil","Solo que Agarra"
"Endurance of Stone","Resistência de Pedra"
"Hungry Earth","Terra Faminta"
"Root of Vitality","Raiz da Vitalidade"
"Kupala's Fury","Fúria de Kupala"
"Fiery Courage","Coragem Ardente"
Combust,Combustão
"Wall of Magma","Muralha de Magma"
"Heat Wave","Onda de Calor"
"Volcanic Blast","Explosão Vulcânica"
First,Primeiro
Second,Segundo
Third,Terceiro
Fourth,Quarto
Fifth,Quinto
"Pool of Lies","Poça de Mentiras"
"Watery Haven","Refúgio Aquático"
"Fog over Sea","Névoa sobre o Mar"
"Minions of the Deep","Lacaios das Profundezas"
"Doom Tides","Marés da Perdição"
